id,CPU clock(MHZ),CPU usage(%),vedio memory(MB),GPU usage(%),memory(MB),FPS,Type
17113,1454,22,780,14,1217,5,0
17114,1061,18,837,8,1213,4,0
17115,1347,33,864,5,1198,4,0
17116,1041,28,895,13,1150,5,0
17117,1083,23,808,15,1218,8,0
17118,1120,30,907,8,1221,4,0
17119,1620,29,832,5,1215,4,0
17120,1128,20,809,9,1163,7,0
17121,1248,22,841,14,1255,5,0
17122,1264,30,823,13,1234,4,0
17123,1050,21,832,14,1130,7,0
17124,1364,32,826,6,1187,9,0
17125,1115,18,891,7,1221,4,0
17126,1231,21,780,17,1263,3,0
17127,1147,27,779,16,1227,5,0
17128,1687,18,834,6,1190,8,0
17129,1690,25,889,12,1211,4,0
17130,1161,27,801,18,1102,10,0
17131,1668,30,834,8,1208,6,0
17132,1374,17,826,9,1135,8,0
17133,1217,32,808,19,1158,10,0
17134,1161,28,792,9,1212,4,0
17135,1115,25,880,5,1207,8,0
17136,1137,32,845,15,1175,6,0
17137,1333,22,822,5,1187,8,0
17138,1696,25,873,8,1132,6,0
17139,1352,24,835,10,1282,7,0
17140,1422,31,888,7,1280,6,0
17141,1102,29,887,12,1109,3,0
17142,1316,18,842,13,1108,5,0
17143,1698,24,849,12,1233,6,0
17144,1393,30,871,17,1160,6,0
17145,1006,26,897,7,1279,7,0
17146,1602,23,874,14,1289,8,0
17147,1026,23,796,6,1112,5,0
17148,1729,28,845,12,1275,3,0
17149,1447,24,862,6,1273,3,0
17150,1663,26,836,13,1217,6,0
17151,1742,28,902,19,1196,5,0
17152,1632,27,880,9,1131,4,0
17153,1724,18,791,18,1196,4,0
17154,1308,18,860,9,1237,3,0
17155,1291,18,886,12,1188,7,0
17156,1701,20,849,13,1181,10,0
17157,1585,17,879,17,1235,3,0
17158,1269,33,817,14,1164,10,0
17159,1264,32,828,14,1197,4,0
17160,1657,17,830,19,1273,9,0
17161,1436,17,910,16,1207,4,0
17162,1530,33,858,5,1249,8,0
17163,1399,24,887,14,1246,8,0
17164,1041,17,840,7,1224,6,0
17165,1406,29,820,19,1279,9,0
17166,1033,30,852,14,1148,5,0
17167,1187,20,818,8,1142,3,0
17168,1166,25,878,16,1199,10,0
17169,1485,23,880,9,1113,3,0
17170,1275,19,861,13,1127,7,0
17171,1208,33,819,15,1203,10,0
17172,1014,20,843,8,1259,7,0
17173,1219,27,867,14,1282,5,0
17174,1701,33,817,17,1286,10,0
17175,1132,29,848,6,1146,8,0
17176,1054,19,902,12,1271,9,0
17177,1650,18,910,16,1281,7,0
17178,1230,30,898,12,1268,7,0
17179,1478,18,900,6,1151,3,0
17180,1726,32,882,8,1150,4,0
17181,1024,18,792,11,1112,8,0
17182,1537,18,839,13,1151,8,0
17183,1637,23,869,5,1253,7,0
17184,1722,30,868,17,1132,5,0
17185,1082,19,893,7,1144,7,0
17186,1030,29,881,16,1280,9,0
17187,1047,32,894,14,1286,7,0
17188,1203,29,908,17,1173,5,0
17189,1066,21,893,12,1193,10,0
17190,1196,30,886,13,1244,4,0
17191,1690,33,912,7,1179,5,0
17192,1422,23,865,6,1168,9,0
17193,1452,26,822,18,1218,9,0
17194,1198,23,790,11,1180,5,0
17195,1283,28,849,8,1207,10,0
17196,1450,29,810,19,1221,7,0
17197,1096,27,808,12,1165,8,0
17198,1202,30,832,12,1179,3,0
17199,1499,24,798,14,1231,7,0
17200,1274,25,867,16,1273,6,0
17201,1074,24,879,13,1135,10,0
17202,1609,22,883,13,1158,9,0
17203,1501,27,855,13,1224,8,0
17204,1569,19,905,5,1111,5,0
17205,1216,29,905,10,1268,8,0
17206,1715,29,864,15,1216,5,0
17207,1410,31,867,10,1262,8,0
17208,1139,29,804,11,1101,6,0
17209,1154,32,890,13,1136,5,0
17210,1351,21,889,9,1144,8,0
17211,1650,18,802,12,1179,10,0
17212,1704,17,858,18,1148,4,0
17213,1513,18,893,16,1115,4,0
17214,1317,20,864,16,1128,10,0
17215,1536,20,901,5,1109,6,0
17216,1406,19,856,7,1108,6,0
17217,1145,20,863,13,1283,6,0
17218,1321,28,899,18,1219,4,0
17219,1402,20,887,8,1138,5,0
17220,1243,32,849,11,1284,9,0
17221,1210,18,888,9,1118,8,0
17222,1461,22,893,5,1274,10,0
17223,1772,29,850,13,1207,9,0
17224,1094,23,847,19,1161,9,0
17225,1608,17,811,17,1153,6,0
17226,1071,28,864,8,1116,4,0
17227,1734,17,816,8,1175,4,0
17228,1037,33,884,8,1125,10,0
17229,1506,29,868,15,1106,7,0
17230,1286,25,824,16,1119,6,0
17231,1217,23,876,16,1156,4,0
17232,1510,24,829,13,1167,3,0
17233,1317,30,837,13,1138,7,0
17234,1343,18,795,12,1235,10,0
17235,1457,28,805,10,1190,7,0
17236,1750,29,830,8,1124,7,0
17237,1158,20,829,10,1245,7,0
17238,1222,32,911,14,1268,10,0
17239,1218,30,852,13,1193,9,0
17240,1036,18,830,14,1113,10,0
17241,1353,28,815,14,1273,10,0
17242,1118,22,812,13,1142,10,0
17243,1452,18,840,19,1239,4,0
17244,1372,24,891,9,1190,4,0
17245,1759,32,784,16,1222,7,0
17246,1099,32,851,16,1190,9,0
17247,1634,32,868,15,1251,6,0
17248,1459,27,905,18,1108,3,0
17249,1743,23,784,9,1127,3,0
17250,1482,20,878,6,1215,9,0
17251,1612,20,905,9,1278,9,0
17252,1644,25,819,17,1280,3,0
17253,1083,21,875,5,1253,6,0
17254,1633,25,820,6,1130,4,0
17255,1162,31,801,6,1261,6,0
17256,1522,27,883,14,1188,10,0
17257,1594,18,871,13,1232,7,0
17258,1360,26,830,13,1262,6,0
17259,1634,28,788,18,1195,3,0
17260,1358,27,787,19,1190,7,0
17261,1678,26,845,13,1210,6,0
17262,1508,33,803,12,1136,9,0
17263,1069,19,786,12,1208,6,0
17264,1076,20,889,7,1152,7,0
17265,1093,31,779,16,1233,3,0
17266,1179,28,819,11,1271,10,0
17267,1005,24,901,16,1184,9,0
17268,1073,26,848,6,1205,7,0
17269,1113,25,797,17,1233,8,0
17270,1217,27,791,13,1274,9,0
17271,1191,23,867,6,1218,7,0
17272,1135,33,897,10,1207,5,0
17273,1221,31,807,13,1223,8,0
17274,1280,17,779,15,1195,7,0
17275,1059,27,782,9,1146,6,0
17276,1398,32,804,5,1162,3,0
17277,1278,30,804,14,1155,8,0
17278,1080,20,902,12,1234,5,0
17279,1697,17,852,6,1219,5,0
17280,1011,32,843,17,1142,3,0
17281,1253,25,825,16,1208,4,0
17282,1711,33,802,17,1167,4,0
17283,1505,27,893,16,1204,6,0
17284,1128,23,837,17,1229,10,0
17285,1633,33,904,7,1189,8,0
17286,1031,26,882,15,1255,5,0
17287,1536,25,799,13,1122,8,0
17288,1740,27,808,18,1131,9,0
17289,1388,28,796,15,1164,6,0
17290,1603,29,801,14,1146,4,0
17291,1448,18,875,8,1238,4,0
17292,1731,30,792,18,1160,6,0
17293,1101,30,910,11,1119,3,0
17294,1310,23,871,15,1172,6,0
17295,1089,26,876,10,1169,10,0
17296,1077,33,829,17,1173,5,0
17297,1741,20,848,7,1288,6,0
17298,1409,26,886,13,1256,10,0
17299,1458,17,874,7,1233,6,0
17300,1186,22,908,14,1186,5,0
17301,1110,31,884,5,1217,6,0
17302,1206,17,779,19,1189,10,0
17303,1370,30,799,18,1213,5,0
17304,1323,23,792,19,1231,8,0
17305,1105,26,865,5,1278,4,0
17306,1403,20,910,14,1134,8,0
17307,1177,18,860,13,1176,10,0
17308,1477,31,813,16,1275,8,0
17309,1394,28,829,16,1181,4,0
17310,1542,22,910,17,1144,8,0
17311,1588,23,886,9,1255,6,0
17312,1332,28,817,7,1151,10,0
17313,1126,27,781,12,1224,4,0
17314,1372,19,877,15,1210,8,0
17315,1437,33,912,17,1267,7,0
17316,1520,22,907,6,1254,8,0
17317,1447,18,869,15,1264,8,0
17318,1315,24,785,9,1107,10,0
17319,1157,30,785,17,1243,4,0
17320,1093,26,879,9,1233,3,0
17321,1435,21,827,11,1172,8,0
17322,1359,31,814,10,1139,10,0
17323,1011,18,858,15,1157,8,0
17324,1347,27,912,9,1234,7,0
17325,1657,23,840,19,1175,10,0
17326,1466,29,821,16,1131,8,0
17327,1171,28,840,19,1116,3,0
17328,1097,32,876,18,1146,4,0
17329,1125,29,908,12,1121,9,0
17330,1342,18,823,13,1183,6,0
17331,1199,23,806,5,1249,9,0
17332,1184,20,868,6,1210,5,0
17333,1119,22,852,16,1167,4,0
17334,1269,21,851,19,1198,3,0
17335,1123,32,851,5,1255,8,0
17336,1226,29,818,16,1171,4,0
17337,1080,27,829,14,1255,7,0
17338,1544,29,802,7,1194,7,0
17339,1178,32,881,13,1242,4,0
17340,1397,20,816,16,1182,6,0
17341,1119,19,785,19,1246,3,0
17342,1052,27,845,18,1243,8,0
17343,1229,31,867,15,1259,6,0
17344,1603,30,860,15,1269,8,0
17345,1552,22,907,5,1227,4,0
17346,1631,17,860,10,1215,4,0
17347,1066,17,831,17,1133,10,0
17348,1042,22,841,8,1276,8,0
17349,1340,17,866,6,1256,9,0
17350,1493,27,892,13,1115,7,0
17351,1221,20,802,16,1132,4,0
17352,1491,29,887,15,1249,6,0
17353,1486,22,830,12,1175,10,0
17354,1297,29,799,7,1244,6,0
17355,1562,26,904,11,1210,9,0
17356,1421,18,786,10,1180,4,0
17357,1004,20,897,14,1207,9,0
17358,1021,31,910,11,1283,6,0
17359,1758,20,837,8,1185,10,0
17360,1649,17,797,8,1232,5,0
17361,1084,28,832,7,1198,8,0
17362,1331,27,783,17,1175,3,0
17363,1400,30,786,13,1264,6,0
17364,1641,29,798,17,1201,8,0
17365,1314,21,825,18,1227,9,0
17366,1403,24,848,18,1170,3,0
17367,1231,21,809,12,1214,5,0
17368,1512,33,819,16,1146,4,0
17369,1448,19,794,6,1106,9,0
17370,1212,28,789,7,1183,4,0
17371,1088,33,891,17,1180,9,0
17372,1164,29,891,13,1254,4,0
17373,1708,23,782,6,1255,3,0
17374,1223,18,791,16,1218,3,0
17375,1540,22,790,6,1273,5,0
17376,1237,26,894,14,1228,3,0
17377,1098,22,832,15,1139,5,0
17378,1182,25,781,7,1278,8,0
17379,1524,23,848,16,1187,4,0
17380,1131,26,860,8,1179,5,0
17381,1749,30,792,10,1288,6,0
17382,1748,30,791,6,1283,10,0
17383,1602,29,801,17,1128,6,0
17384,1055,30,875,15,1266,6,0
17385,1358,17,888,17,1260,4,0
17386,1692,23,788,7,1166,7,0
17387,1704,31,847,9,1246,10,0
17388,1651,29,904,11,1262,3,0
17389,1195,25,851,12,1286,7,0
17390,1108,27,862,12,1169,9,0
17391,1054,28,845,6,1105,4,0
17392,1689,21,887,8,1262,6,0
17393,1183,18,818,16,1239,9,0
17394,1170,30,828,15,1266,10,0
17395,1545,29,884,18,1223,3,0
17396,1546,33,840,7,1157,3,0
17397,1440,22,851,19,1271,9,0
17398,1689,24,879,18,1180,8,0
17399,1019,29,786,19,1164,5,0
17400,1519,28,820,6,1108,8,0
17401,1247,33,840,9,1169,4,0
17402,1659,17,902,18,1236,5,0
17403,1464,20,852,19,1184,7,0
17404,1125,23,898,6,1184,6,0
17405,1365,29,804,13,1109,5,0
17406,1045,24,855,11,1123,3,0
17407,1534,22,779,12,1239,3,0
17408,1173,29,899,17,1121,10,0
17409,1261,30,796,18,1217,7,0
17410,1179,33,908,14,1194,6,0
17411,1460,28,846,10,1245,3,0
17412,1723,22,907,18,1216,3,0
17413,1542,23,839,18,1254,7,0
17414,1058,33,805,6,1104,3,0
17415,1678,20,800,17,1184,7,0
17416,1608,25,830,18,1272,6,0
17417,1324,31,890,9,1183,4,0
17418,1475,17,820,7,1120,6,0
17419,1321,23,875,18,1145,6,0
17420,1309,25,811,18,1197,6,0
17421,1196,19,867,11,1161,3,0
17422,1588,25,885,5,1182,9,0
17423,1186,27,851,9,1237,5,0
17424,1587,32,791,8,1242,6,0
17425,1553,31,782,13,1241,6,0
17426,1370,17,866,11,1235,4,0
17427,1713,32,827,19,1225,4,0
17428,1099,17,795,18,1275,7,0
17429,1272,19,874,11,1242,5,0
17430,1268,26,876,19,1182,10,0
17431,1336,25,809,18,1186,6,0
17432,1644,18,780,5,1251,3,0
17433,1492,33,842,8,1133,5,0
17434,1008,25,850,13,1116,4,0
17435,1549,22,875,14,1244,8,0
17436,1262,30,826,15,1172,9,0
17437,1563,19,860,14,1248,8,0
17438,1372,23,890,14,1219,5,0
17439,1403,31,871,6,1219,6,0
17440,1643,18,874,11,1261,6,0
17441,1086,24,793,19,1248,8,0
17442,1062,20,797,8,1185,8,0
17443,1705,25,880,6,1165,7,0
17444,1055,17,835,11,1253,10,0
17445,1466,23,862,19,1174,6,0
17446,1673,20,888,7,1255,10,0
17447,1521,21,834,9,1232,5,0
17448,1346,27,876,18,1123,7,0
17449,1048,20,872,7,1151,10,0
17450,1587,23,835,10,1248,4,0
17451,1312,20,860,5,1288,7,0
17452,1342,22,900,10,1192,3,0
17453,1261,23,829,13,1151,10,0
17454,1334,20,906,10,1147,8,0
17455,1599,18,874,11,1283,6,0
17456,1486,28,787,13,1154,8,0
17457,1206,18,870,12,1240,9,0
17458,1214,23,849,13,1126,10,0
17459,1094,30,844,16,1210,7,0
17460,1722,17,895,5,1262,7,0
17461,1691,33,880,8,1267,8,0
17462,1033,17,847,16,1111,3,0
17463,1101,18,870,13,1120,4,0
17464,1379,25,781,13,1125,7,0
17465,1288,23,834,16,1257,5,0
17466,1158,17,838,15,1174,9,0
17467,1634,31,871,7,1122,6,0
17468,1040,24,857,14,1125,5,0
17469,1716,22,790,18,1156,10,0
17470,1035,33,873,9,1276,7,0
17471,1292,22,794,11,1142,5,0
17472,1212,17,886,13,1141,7,0
17473,1678,29,780,14,1110,3,0
17474,1558,23,885,13,1228,9,0
17475,1739,18,802,5,1218,8,0
17476,1545,26,795,11,1208,7,0
17477,1307,18,878,5,1209,7,0
17478,1274,21,895,9,1232,10,0
17479,1670,25,846,12,1231,7,0
17480,1560,20,893,8,1100,9,0
17481,1313,21,794,10,1282,9,0
17482,1250,26,899,17,1207,9,0
17483,1615,27,837,14,1208,8,0
17484,1290,33,835,17,1119,3,0
17485,1068,18,826,9,1210,4,0
17486,1091,25,889,18,1132,9,0
17487,1701,18,895,15,1114,7,0
17488,1710,18,816,8,1202,7,0
17489,1615,27,814,12,1126,4,0
17490,1673,20,843,13,1266,3,0
17491,1178,17,820,8,1162,7,0
17492,1444,31,875,19,1228,5,0
17493,1161,23,850,16,1139,3,0
17494,1331,28,804,11,1192,4,0
17495,1619,32,903,14,1168,9,0
17496,1454,25,813,8,1174,6,0
17497,1359,25,900,6,1240,3,0
17498,1102,25,781,18,1241,9,0
17499,1004,24,869,16,1254,6,0
17500,1251,25,906,14,1126,3,0
17501,1341,27,853,6,1187,6,0
17502,1740,17,849,8,1211,7,0
17503,1271,23,808,8,1128,3,0
17504,1461,24,810,19,1124,5,0
17505,1301,28,870,12,1281,8,0
17506,1373,25,841,15,1175,3,0
17507,1168,30,794,9,1164,6,0
17508,1535,23,891,5,1138,8,0
17509,1636,20,893,19,1140,5,0
17510,1341,29,889,11,1236,8,0
17511,1272,27,790,5,1222,5,0
17512,1466,18,841,7,1162,6,0
17513,1017,22,796,7,1192,4,0
17514,1690,24,879,17,1283,3,0
17515,1731,24,832,18,1143,3,0
17516,1670,26,846,14,1106,9,0
17517,1753,31,801,17,1269,6,0
17518,1626,26,837,5,1134,9,0
17519,1045,22,842,9,1162,3,0
17520,1051,18,865,14,1211,3,0
17521,1203,19,796,19,1260,6,0
17522,1566,24,812,15,1289,10,0
17523,1697,24,904,17,1153,3,0
17524,1234,32,848,14,1196,7,0
17525,1369,23,805,6,1172,3,0
17526,1522,27,864,7,1195,7,0
17527,1522,31,905,10,1201,10,0
17528,1379,27,846,6,1279,3,0
17529,1379,26,908,5,1151,10,0
17530,1282,18,806,5,1216,3,0
17531,1209,24,830,19,1123,9,0
17532,1096,32,796,19,1135,7,0
17533,1529,30,796,13,1262,4,0
17534,1006,31,857,15,1124,5,0
17535,1485,22,895,18,1122,3,0
17536,1609,27,899,17,1238,6,0
17537,1165,17,886,16,1283,10,0
17538,1623,20,831,12,1196,5,0
17539,1238,22,806,17,1185,7,0
17540,1518,30,816,12,1146,10,0
17541,1709,20,806,12,1142,4,0
17542,1258,31,791,11,1107,6,0
17543,1418,17,860,5,1251,5,0
17544,1572,26,790,12,1181,9,0
17545,1698,26,780,6,1197,9,0
17546,1633,28,873,15,1227,8,0
17547,1342,26,885,11,1275,3,0
17548,1343,29,805,17,1182,7,0
17549,1024,25,778,17,1198,7,0
17550,1137,33,857,9,1172,6,0
17551,1722,17,783,10,1196,7,0
17552,1346,32,876,11,1176,5,0
17553,1756,28,861,16,1169,3,0
17554,1764,33,807,15,1276,8,0
17555,1430,19,790,6,1285,4,0
17556,1759,26,816,7,1241,5,0
17557,1446,17,821,9,1205,4,0
17558,1377,23,781,18,1162,7,0
17559,1119,25,808,5,1277,3,0
17560,1183,19,806,8,1245,5,0
17561,1094,19,825,18,1288,5,0
17562,1465,32,901,17,1247,5,0
17563,1201,33,823,10,1106,4,0
17564,1094,22,808,17,1221,5,0
17565,1401,31,805,11,1191,6,0
17566,1327,22,795,9,1276,10,0
17567,1360,24,808,12,1227,7,0
17568,1225,25,788,19,1102,10,0
17569,1063,27,817,13,1185,9,0
17570,1119,28,817,6,1255,4,0
17571,1304,30,860,11,1133,9,0
17572,1714,30,806,7,1225,9,0
17573,1195,29,867,7,1128,9,0
17574,1673,19,890,18,1149,9,0
17575,1507,28,801,16,1118,7,0
17576,1611,21,821,8,1172,8,0
17577,1547,18,802,16,1234,3,0
17578,1077,23,883,10,1145,7,0
17579,1496,31,827,5,1197,9,0
17580,1743,18,875,12,1236,3,0
17581,1027,21,910,16,1247,10,0
17582,1280,19,900,16,1207,10,0
17583,1745,18,893,14,1195,7,0
17584,1764,22,881,15,1263,10,0
17585,1553,30,890,17,1201,10,0
17586,1492,27,789,17,1188,4,0
17587,1107,30,808,18,1216,8,0
17588,1199,20,845,12,1122,9,0
17589,1206,28,819,6,1269,3,0
17590,1669,26,888,15,1250,5,0
17591,1273,27,838,9,1255,8,0
17592,1158,32,835,7,1175,5,0
17593,1514,22,901,19,1115,9,0
17594,1733,25,912,17,1155,10,0
17595,1315,29,784,8,1177,8,0
17596,1692,33,820,15,1126,9,0
17597,1349,18,778,16,1137,4,0
17598,1567,31,803,7,1197,6,0
17599,1368,33,867,13,1173,9,0
17600,1232,27,822,15,1113,8,0
17601,1555,17,799,13,1163,8,0
17602,1388,19,851,10,1267,8,0
17603,1206,17,896,12,1223,10,0
17604,1633,32,853,7,1222,7,0
17605,1173,26,846,17,1234,5,0
17606,1384,20,890,17,1105,8,0
17607,1137,33,872,19,1124,9,0
17608,1297,27,819,11,1160,10,0
17609,1457,30,856,10,1248,4,0
17610,1081,17,827,5,1143,4,0
17611,1656,23,840,16,1190,5,0
17612,1150,17,855,19,1106,5,0
17613,1519,33,814,18,1134,6,0
17614,1109,25,911,17,1157,8,0
17615,1622,30,778,10,1197,4,0
17616,1351,27,890,10,1225,4,0
17617,1215,25,860,19,1256,7,0
17618,1318,32,845,9,1114,7,0
17619,1588,29,888,13,1143,9,0
17620,1209,20,892,17,1201,10,0
17621,1557,28,907,10,1252,3,0
17622,1728,23,869,6,1170,3,0
17623,1026,30,807,16,1224,7,0
17624,1035,27,865,5,1208,9,0
17625,1501,21,888,10,1108,9,0
17626,1506,18,796,18,1239,4,0
17627,1042,26,829,9,1153,6,0
17628,1300,29,853,6,1160,9,0
17629,1307,22,893,13,1187,4,0
17630,1628,17,857,5,1163,10,0
17631,1656,25,884,12,1161,7,0
17632,1067,20,803,6,1113,4,0
17633,1729,19,845,10,1286,6,0
17634,1215,19,798,14,1163,4,0
17635,1721,23,893,9,1108,4,0
17636,1219,23,820,7,1102,4,0
17637,1494,30,875,18,1187,9,0
17638,1619,26,808,17,1260,8,0
17639,1132,24,821,9,1269,3,0
17640,1037,23,798,17,1182,10,0
17641,1038,24,889,14,1280,4,0
17642,1308,29,791,16,1283,10,0
17643,1538,19,880,12,1289,6,0
17644,1173,21,798,14,1221,5,0
17645,1267,21,803,17,1159,7,0
17646,1247,30,812,12,1102,4,0
17647,1397,19,847,7,1239,4,0
17648,1390,31,781,13,1140,9,0
17649,1187,29,834,13,1234,7,0
17650,1431,32,838,8,1204,8,0
17651,1488,27,895,15,1129,6,0
17652,1364,29,905,14,1264,6,0
17653,1461,23,855,17,1148,6,0
17654,1495,29,839,9,1193,3,0
17655,1504,28,867,9,1234,3,0
17656,1512,19,870,11,1156,7,0
17657,1523,27,840,19,1188,8,0
17658,1476,21,871,16,1169,7,0
17659,1103,31,824,10,1157,10,0
17660,1230,20,850,16,1274,10,0
17661,1421,18,844,11,1247,9,0
17662,1555,28,814,15,1168,7,0
17663,1110,31,872,14,1261,6,0
17664,1355,24,867,5,1107,5,0
17665,1408,32,794,9,1111,3,0
17666,1056,17,872,17,1126,6,0
17667,1032,19,833,10,1288,5,0
17668,1039,26,870,6,1262,9,0
17669,1534,17,901,7,1273,3,0
17670,1699,28,852,19,1246,3,0
17671,1573,18,816,14,1233,3,0
17672,1196,22,826,8,1170,9,0
17673,1438,25,859,18,1272,3,0
17674,1329,17,866,13,1127,10,0
17675,1081,21,789,17,1289,10,0
17676,1220,32,887,16,1279,10,0
17677,1055,21,810,15,1236,8,0
17678,1494,22,912,18,1104,6,0
17679,1276,18,857,14,1262,4,0
17680,1489,33,904,19,1164,7,0
17681,1372,27,865,9,1249,8,0
17682,1034,30,817,5,1159,9,0
17683,1021,29,903,12,1263,3,0
17684,1706,33,831,5,1222,4,0
17685,1479,17,839,16,1202,4,0
17686,1313,17,790,12,1153,6,0
17687,1125,30,813,10,1176,4,0
17688,1086,24,908,16,1285,9,0
17689,1553,25,846,6,1104,5,0
17690,1707,18,882,15,1217,5,0
17691,1681,29,857,14,1216,10,0
17692,1768,17,885,5,1143,10,0
17693,1461,24,833,15,1233,10,0
17694,1686,17,843,16,1180,9,0
17695,1572,20,900,5,1108,6,0
17696,1336,30,835,12,1211,4,0
17697,1027,30,783,14,1184,7,0
17698,1099,28,893,17,1283,6,0
17699,1421,20,790,10,1202,4,0
17700,1708,20,846,16,1170,5,0
17701,1495,21,882,8,1126,9,0
17702,1381,21,878,10,1277,10,0
17703,1575,22,794,12,1181,10,0
17704,1072,19,790,6,1250,9,0
17705,1033,23,816,15,1157,8,0
17706,1261,27,810,12,1241,4,0
17707,1749,28,788,11,1101,8,0
17708,1595,17,860,7,1271,5,0
17709,1257,26,835,9,1225,9,0
17710,1653,30,851,12,1278,4,0
17711,1530,24,798,15,1199,9,0
17712,1320,17,872,8,1115,9,0
17713,1213,23,784,14,1187,6,0
17714,1300,18,896,17,1114,5,0
17715,1691,20,831,12,1175,5,0
17716,1410,32,784,16,1220,9,0
17717,1541,33,912,10,1265,8,0
17718,1236,25,854,5,1173,8,0
17719,1771,26,781,13,1252,7,0
17720,1036,30,905,12,1158,8,0
17721,1298,21,840,5,1202,5,0
17722,1234,32,812,10,1259,8,0
17723,1111,20,900,9,1128,6,0
17724,1483,31,894,14,1147,7,0
17725,1338,21,788,13,1227,5,0
17726,1766,30,876,14,1174,10,0
17727,1510,22,842,19,1216,4,0
17728,1449,33,876,14,1276,4,0
17729,1636,29,884,9,1111,3,0
17730,1004,32,859,15,1118,8,0
17731,1563,32,823,16,1150,3,0
17732,1033,18,847,18,1115,10,0
17733,1636,27,789,15,1164,4,0
17734,1172,18,795,19,1243,7,0
17735,1465,24,862,9,1129,10,0
17736,1718,17,858,14,1102,4,0
17737,1096,25,869,14,1135,8,0
17738,1736,33,911,9,1124,6,0
17739,1474,30,907,14,1130,8,0
17740,1578,28,782,9,1147,9,0
17741,1409,31,846,5,1123,7,0
17742,1057,25,880,14,1149,4,0
17743,1124,30,789,8,1132,6,0
17744,1181,24,910,17,1152,4,0
17745,1430,20,862,18,1245,6,0
17746,1668,25,799,12,1138,10,0
17747,1004,31,783,10,1211,7,0
17748,1069,29,912,11,1289,8,0
17749,1358,23,911,19,1149,9,0
17750,1732,18,844,13,1156,5,0
17751,1594,27,816,19,1243,9,0
17752,1168,25,879,5,1258,6,0
17753,1247,28,831,11,1264,3,0
17754,1036,23,862,17,1266,9,0
17755,1444,25,893,16,1288,5,0
17756,1050,25,894,16,1112,3,0
17757,1529,20,899,5,1229,4,0
17758,1282,26,910,8,1227,7,0
17759,1576,19,892,6,1166,7,0
17760,1515,24,813,9,1138,9,0
17761,1253,18,818,12,1204,10,0
17762,1094,24,911,10,1283,3,0
17763,1698,33,852,13,1272,7,0
17764,1142,25,874,16,1160,5,0
17765,1158,18,793,11,1156,9,0
17766,1226,28,868,18,1114,6,0
17767,1098,33,837,14,1170,8,0
17768,1294,18,785,12,1258,8,0
17769,1163,28,892,13,1180,4,0
17770,1764,32,784,9,1160,9,0
17771,1381,30,837,12,1257,6,0
17772,1748,19,818,10,1138,7,0
17773,1198,19,821,11,1204,4,0
17774,1095,17,850,9,1284,3,0
17775,1710,19,858,8,1105,3,0
17776,1576,31,836,11,1181,10,0
17777,1409,33,793,15,1189,9,0
17778,1406,28,790,14,1108,10,0
17779,1037,33,810,9,1152,9,0
17780,1244,20,797,17,1138,9,0
17781,1288,30,856,19,1201,4,0
17782,1525,23,896,19,1127,7,0
17783,1082,21,893,15,1226,6,0
17784,1407,20,884,13,1142,7,0
17785,1504,18,892,17,1232,8,0
17786,1568,21,877,17,1141,5,0
17787,1654,21,865,10,1253,7,0
17788,1179,21,818,14,1196,9,0
17789,1428,22,781,19,1121,8,0
17790,1723,23,854,6,1108,3,0
17791,1355,33,891,19,1108,5,0
17792,1036,31,852,9,1217,9,0
17793,1705,28,832,16,1155,4,0
17794,1566,32,894,8,1234,3,0
17795,1568,31,884,9,1127,7,0
17796,1618,32,863,6,1201,7,0
17797,1558,26,876,19,1238,3,0
17798,1226,30,793,5,1249,3,0
17799,1207,31,904,15,1268,9,0
17800,1131,24,912,11,1280,6,0
17801,1358,31,866,18,1251,5,0
17802,1222,21,847,8,1276,9,0
17803,1172,27,803,9,1288,10,0
17804,1007,28,890,19,1151,5,0
17805,1621,30,855,12,1214,4,0
17806,1214,18,828,12,1214,10,0
17807,1775,29,902,6,1176,10,0
17808,1486,31,846,18,1153,10,0
17809,1184,26,903,7,1156,5,0
17810,1588,25,800,19,1268,5,0
17811,1348,18,851,8,1220,3,0
17812,1730,26,861,9,1266,9,0
17813,1744,24,825,12,1107,4,0
17814,1673,25,801,6,1285,6,0
17815,1751,19,882,6,1127,4,0
17816,1013,33,864,11,1213,3,0
17817,1687,21,884,14,1145,10,0
17818,1417,23,858,19,1173,7,0
17819,1088,18,876,18,1277,5,0
17820,1309,30,846,10,1222,7,0
17821,1701,33,901,10,1165,3,0
17822,1635,24,856,18,1239,3,0
17823,1556,28,826,8,1166,5,0
17824,1029,18,814,16,1217,8,0
17825,1582,19,782,5,1145,10,0
17826,1545,19,845,14,1168,4,0
17827,1537,26,822,16,1109,10,0
17828,1729,26,876,9,1211,5,0
17829,1166,22,904,19,1272,9,0
17830,1280,31,886,18,1108,7,0
17831,1390,22,868,9,1109,7,0
17832,1199,18,827,16,1235,5,0
17833,1337,25,853,6,1240,10,0
17834,1415,22,846,15,1279,8,0
17835,1566,27,789,18,1266,3,0
17836,1721,18,779,7,1200,6,0
17837,1672,31,911,11,1149,5,0
17838,1651,22,804,14,1259,6,0
17839,1685,28,834,13,1232,10,0
17840,1560,32,830,12,1257,8,0
